,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
155,0.2905572414398193,0.009289557071652644,0.012918376922607422,0.00034349892652655456,True,entropy,5,0.5,30,250,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 30, 'n_estimators': 250}",0.8232323232323232,0.9057239057239057,0.9020979020979021,0.9632867132867133,0.9423076923076924,0.9073297073297073,0.04786849975839278,181
156,0.11720747947692871,0.0030203718926794013,0.007241249084472656,0.00031678356397423993,True,entropy,5,0.5,50,100,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 50, 'n_estimators': 100}",0.8409090909090909,0.8577441077441077,0.8828671328671328,0.9580419580419581,0.9370629370629371,0.8953250453250454,0.04517540325162665,266
157,0.17831950187683104,0.005128476068895381,0.009637975692749023,0.0010568476673231805,True,entropy,5,0.5,50,150,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 50, 'n_estimators': 150}",0.8358585858585857,0.8720538720538721,0.881993006993007,0.951048951048951,0.9335664335664337,0.8949041699041699,0.04200529089563796,271
158,0.22983136177062988,0.007841977179911893,0.010972929000854493,0.0004613625449431394,True,entropy,5,0.5,50,200,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 50, 'n_estimators': 200}",0.8341750841750841,0.8762626262626262,0.8872377622377622,0.9545454545454546,0.9353146853146853,0.8975071225071224,0.043012832009710636,251
159,0.2967391490936279,0.01569599224045874,0.014636516571044922,0.0030603174814665206,True,entropy,5,0.5,50,250,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 50, 'n_estimators': 250}",0.8375420875420876,0.8813131313131313,0.8828671328671328,0.9527972027972028,0.9353146853146854,0.8979668479668479,0.0413708305748088,246
160,0.12430930137634277,0.0006857846247688704,0.007053995132446289,0.00015594256307507927,True,entropy,5,0.7,10,100,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.8265993265993266,0.9057239057239057,0.9108391608391608,0.9720279720279721,0.9440559440559441,0.9118492618492618,0.04891797070477603,87
161,0.19528040885925294,0.016427085345306982,0.009455680847167969,0.0009055840307796978,True,entropy,5,0.7,10,150,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.7, 'min_samples_leaf': 10, 'n_estimators': 150}",0.8198653198653199,0.9074074074074074,0.9178321678321678,0.9755244755244755,0.9440559440559441,0.9129370629370628,0.05215833102602374,58
162,0.25162549018859864,0.00753766147166412,0.010847520828247071,0.00027254159108925096,True,entropy,5,0.7,10,200,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.8232323232323232,0.9107744107744108,0.9143356643356644,0.9685314685314685,0.9423076923076923,0.9118363118363119,0.04899160543161865,90
163,0.3125720500946045,0.008576006318044806,0.013126468658447266,0.0002729339251985014,True,entropy,5,0.7,10,250,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.7, 'min_samples_leaf': 10, 'n_estimators': 250}",0.8164983164983165,0.9158249158249158,0.9125874125874126,0.9685314685314685,0.9405594405594405,0.9108003108003109,0.05126363017731898,105
164,0.12394914627075196,0.005627997077379541,0.006915855407714844,3.1320398192100845e-05,True,entropy,5,0.7,20,100,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 0.7, 'min_samples_leaf': 20, 'n_estimators': 100}",0.8265993265993266,0.8922558922558922,0.9143356643356644,0.9702797202797202,0.9423076923076923,0.9091556591556591,0.048914600622911315,145
